Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,MovesProcessed,Clock
Rated Rapid game,https://lichess.org/skfuL3XH,2024.08.01,-,Brukinamalta,Alfredoant10,1-0,2024.08.01,21:18:12,1115,1087,,,C00,French Defense,600+0,Normal,"1. e4 1... e6 2. Bc4 2... d5 3. exd5 3... exd5 4. Bb3 4... c5 5. Qf3 5... Nf6 6. c4 6...
Bg4 7. Qe3 7... Be6 8. cxd5 8... Nxd5 9. Qf3 9... Nb4 10. Bxe6 10... Nc2 11. Kd1 11... Nxa1 12. Qxf7",1. 0:10:00 1... 0:10:00 2. 0:09:48 2... 0:09:59 3. 0:09:46 3... 0:09:57 4. 0:09:38 4... 0:09:55 5. 0:09:35 5... 0:09:46 6. 0:09:24 6... 0:09:43 7. 0:09:11 7... 0:09:36 8. 0:09:08 8... 0:09:33 9. 0:08:49 9... 0:09:00 10. 0:08:17 10... 0:08:57 11. 0:08:15 11... 0:08:55 12. 0:08:13
Rated Rapid game,https://lichess.org/Vf4lk6Kc,2024.08.01,-,aaroncastelino17,HOLLOWBELL,1-0,2024.08.01,21:18:12,1937,1898,,,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",600+0,Normal,"1. e4 1... c5 2. d4 2... cxd4 3. c3 3... Nf6 4. e5 4... Nd5 5. Qxd4 5... e6 6. Nf3 6...
Nc6 7. Qe4 7... d6 8.
Bc4 8... Nb6 9. Bb5 9... Bd7 10. O-O 10... Qc7 11. exd6 11... Bxd6 12. c4 12... O-O 13. Nc3 13... a6 14. Ba4 14...
Nxa4 15. Nxa4 15... Ne7 16. Nc3 16... Bc6 17.
Qd3 17... Rfd8 18. Qe2 18... Nf5 19. Ne4 19... Be7 20. Bd2 20... Nd4 21.
Nxd4 21... Rxd4 22. Ng3 22... Be8 23. Rac1 23... Rad8 24. Be3 24... R4d6 25. Bf4 25... Rc6",1. 0:10:00 1... 0:09:58 2. 0:09:58 2... 0:09:57 3. 0:09:58 3... 0:09:56 4. 0:09:57 4... 0:09:55 5. 0:09:56 5... 0:09:53 6. 0:09:54 6... 0:09:52 7. 0:09:53 7... 0:09:02 8. 0:09:49 8... 0:08:50 9. 0:09:42 9... 0:08:40 10. 0:09:37 10... 0:06:43 11. 0:08:49 11... 0:06:41 12. 0:08:12 12... 0:06:13 13. 0:07:50 13... 0:06:11 14. 0:07:07 14... 0:06:10 15. 0:07:05 15... 0:06:10 16. 0:06:55 16... 0:05:57 17. 0:06:48 17... 0:05:51 18. 0:06:18 18... 0:05:18 19. 0:05:44 19... 0:04:34 20. 0:05:20 20... 0:04:14 21. 0:05:17 21... 0:04:12 22. 0:05:15 22... 0:03:19 23. 0:04:21 23... 0:02:49 24. 0:04:00 24... 0:02:21 25. 0:03:56 25... 0:01:42
Rated Rapid game,https://lichess.org/7VprZnsk,2024.08.01,-,RaconRahmet,whatsthatbehindyou,1-0,2024.08.01,21:18:12,1196,1197,,,C00,French Defense: Normal Variation,600+0,Normal,"1. e4 1... e6 2. d4 2... Ne7 3. e5 3... g6 4. Bg5 4... Bg7 5. Bxe7 5... Qxe7 6. Nd2 6...
O-O 7. Ne4 7... f6 8.
exf6 8... Bxf6 9. Nxf6 9... Qxf6 10. Nh3 10... Nc6 11. Qf3 11... Nxd4 12. Qxf6 12... Rxf6 13. O-O-O 13... b6 14. Rxd4 14... Bb7 15. f3 15...
e5 16. Rc4 16... c5 17. c3 17... Bd5 18. Rh4 18... Bxa2 19. Ng5 19... Rf4 20. g3 20... Rxh4 21. gxh4 21... Bb3 22.
Bh3 22... Re8 23. Bxd7 23... Re7 24. Be6 24... Kg7 25. Bxb3 25... b5 26.
Rd1 26... c4 27. Ba2 27... Rc7 28. Ne6",1. 0:10:00 1... 0:10:00 2. 0:09:57 2... 0:09:56 3. 0:09:54 3... 0:09:54 4. 0:09:51 4... 0:09:50 5. 0:09:49 5... 0:09:49 6. 0:09:44 6... 0:09:46 7. 0:09:42 7... 0:09:39 8. 0:09:38 8... 0:09:34 9. 0:09:36 9... 0:09:25 10. 0:09:26 10... 0:09:20 11. 0:09:16 11... 0:09:11 12. 0:09:09 12... 0:09:09 13. 0:09:04 13... 0:09:00 14. 0:08:57 14... 0:08:53 15. 0:08:45 15... 0:08:50 16. 0:08:36 16... 0:08:47 17. 0:08:27 17... 0:08:45 18. 0:08:17 18... 0:08:41 19. 0:08:11 19... 0:08:11 20. 0:08:01 20... 0:08:08 21. 0:08:00 21... 0:07:53 22. 0:07:56 22... 0:07:50 23. 0:07:53 23... 0:07:47 24. 0:07:51 24... 0:07:41 25. 0:07:30 25... 0:07:31 26. 0:07:28 26... 0:07:29 27. 0:07:21 27... 0:07:19 28. 0:07:17
Rated Rapid game,https://lichess.org/AjlV6EZw,2024.08.01,-,ms453,Nassar942,0-1,2024.08.01,21:18:12,1226,1207,,,C61,Ruy Lopez: Bird Variation,600+0,Normal,"1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... Nd4 4. Nxd4 4... exd4 5.
O-O 5... a6 6. Bd3 6... c5 7. Bc4 7... d6 8. Qf3 8... Nf6 9. d3 9... h6 10. Nd2 10... b5 11. Bd5 11... Rb8 12.
Bc6 12... Bd7 13. Bxd7 13... Qxd7 14. Qf5 14... Qxf5 15. exf5 15... Be7 16. Ne4 16... Nxe4 17.
dxe4 17... Bf6 18. Bf4 18... Rd8 19. Rad1 19... g5 20. Bd2 20... d5 21.
exd5 21... Rxd5 22. g4 22... O-O 23. f3 23... c4 24. c3 24... dxc3 25.
Bxc3 25... Bxc3 26. bxc3 26... Rxd1 27. Rxd1 27... Rb8 28. Rd6 28... a5 29. Rxh6 29... b4 30.
cxb4 30... Rxb4 31. Rc6 31... Ra4 32. Rc5 32... Rxa2 33. Rxc4 33... Ra3 34. Kg2 34... a4 35.
Kf2 35... Ra2 36. Kg3 36... a3 37. Rc3 37... Ra1 38. Rc2 38... a2 39.
Kg2 39... Rg1 40. Kxg1 40... a1=Q 41. Kg2 41... Qe1 42. Rf2 42... Kg7 43. Kg3 43... f6 44.
h4 44... gxh4 45. Kg2 45... Kh6 46. g5 46... fxg5 47. f4 47... g4 48. f6 48... h3 49. Kg3 49... Qg1 50. Rg2 50... Qxg2 51. Kh4 51... h2 52.
f7",1. 0:10:00 1... 0:10:00 2. 0:09:58 2... 0:09:59 3. 0:09:53 3... 0:09:57 4. 0:09:51 4... 0:09:55 5. 0:09:50 5... 0:09:49 6. 0:09:48 6... 0:09:45 7. 0:09:23 7... 0:09:40 8. 0:09:17 8... 0:09:34 9. 0:09:12 9... 0:09:23 10. 0:08:51 10... 0:09:21 11. 0:08:46 11... 0:09:09 12. 0:08:28 12... 0:09:01 13. 0:08:22 13... 0:09:00 14. 0:08:08 14... 0:08:53 15. 0:08:07 15... 0:08:52 16. 0:08:05 16... 0:08:43 17. 0:08:04 17... 0:08:28 18. 0:07:49 18... 0:08:09 19. 0:07:41 19... 0:08:06 20. 0:07:32 20... 0:07:57 21. 0:07:21 21... 0:07:55 22. 0:07:16 22... 0:07:41 23. 0:07:13 23... 0:07:27 24. 0:07:04 24... 0:07:20 25. 0:06:59 25... 0:07:19 26. 0:06:57 26... 0:07:17 27. 0:06:56 27... 0:06:49 28. 0:06:51 28... 0:06:47 29. 0:06:49 29... 0:06:35 30. 0:06:47 30... 0:06:31 31. 0:06:39 31... 0:06:26 32. 0:06:13 32... 0:06:20 33. 0:06:10 33... 0:06:18 34. 0:06:07 34... 0:06:08 35. 0:06:04 35... 0:06:07 36. 0:06:02 36... 0:06:07 37. 0:05:54 37... 0:06:03 38. 0:05:50 38... 0:05:59 39. 0:05:36 39... 0:05:53 40. 0:05:08 40... 0:05:53 41. 0:05:06 41... 0:05:39 42. 0:04:54 42... 0:05:28 43. 0:04:51 43... 0:05:16 44. 0:04:41 44... 0:05:05 45. 0:04:37 45... 0:04:55 46. 0:04:27 46... 0:04:38 47. 0:04:24 47... 0:04:26 48. 0:04:10 48... 0:04:18 49. 0:04:02 49... 0:04:09 50. 0:03:56 50... 0:04:07 51. 0:03:53 51... 0:03:55 52. 0:03:49
Rated Rapid game,https://lichess.org/QCcmrV7f,2024.08.01,-,SedmoyRazryad,bakio,1-0,2024.08.01,21:18:12,2208,2077,,,C44,"Scotch Game: Göring Gambit, Main Line",600+0,Normal,"1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... exd4 4. c3 4... dxc3 5. Nxc3 5...
Bb4 6. Bc4 6... Bxc3 7. bxc3 7... Qe7 8.
O-O 8... d6 9.
Ba3 9... Ne5 10. Be2 10... Nxf3 11. Bxf3 11...
Be6 12. e5 12... O-O-O 13. exd6 13... cxd6 14.
Rb1 14... b6 15. Qa4 15... Qc7 16. Rfd1 16...
Ne7 17. Qa6 17... Kb8 18. Bxd6 18... Rxd6 19.
Rxd6 19... Bc8 20. Rdxb6 20... axb6 21. Rxb6 21... Qxb6 22. Qxb6",1. 0:10:00 0. 0:10:00 1... 0:09:58 0. 0:09:59 2. 0:09:57 0. 0:09:58 2... 0:09:55 0. 0:09:52 3. 0:09:55 0. 0:09:51 3... 0:09:37 0. 0:09:49 4. 0:09:36 0. 0:09:43 4... 0:09:32 0. 0:09:36 5. 0:09:21 0. 0:09:26 5... 0:09:12 0. 0:09:24 6. 0:09:12 0. 0:08:28 6... 0:09:07 0. 0:08:24 7. 0:08:56 0. 0:08:20 7... 0:08:43 0. 0:08:06 8. 0:08:34 0. 0:07:22 8... 0:08:13 0. 0:07:16 9. 0:08:06 0. 0:06:59 9... 0:07:20 1. 0:06:57 10. 0:07:17 0. 0:06:52 10... 0:06:57 0. 0:06:39 11. 0:06:55 0. 0:06:38 11... 0:06:54
Rated Rapid game,https://lichess.org/7Y2stZ1S,2024.08.01,-,Pouriyamrd,BKCHESSPRODIGY,1-0,2024.08.01,21:18:12,1715,1709,,,C44,Scotch Game: Lolli Variation,600+0,Normal,"1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... exd4 4. Nxd4 4... Nxd4 5.
Qxd4 5... d6 6. Nc3 6... Be6 7. Be3 7... Nf6 8. O-O-O 8... Be7 9.
f3 9... c5 10. Qd2 10... O-O 11. g4 11... h6 12. g5 12... hxg5 13.
Bxg5 13... Nh7 14. Be3 14... b6 15. h4 15... Bxh4 16. Qh2 16... g5 17.
Bxg5 17... Qxg5 18. f4 18... Qf6 19. f5 19...
Qg5 20. Kb1 20... Bd7 21. Rg1 21... Qxg1 22. Qxg1 22... Bg5 23. Nd5",1. 0:10:00 1... 0:10:00 2. 0:09:58 2... 0:09:38 3. 0:09:57 3... 0:09:30 4. 0:09:46 4... 0:09:23 5. 0:09:45 5... 0:09:23 6. 0:09:43 6... 0:09:16 7. 0:09:38 7... 0:08:55 8. 0:09:34 8... 0:08:42 9. 0:09:32 9... 0:08:36 10. 0:09:09 10... 0:08:31 11. 0:09:05 11... 0:08:29 12. 0:09:03 12... 0:08:18 13. 0:09:01 13... 0:08:16 14. 0:08:56 14... 0:08:12 15. 0:08:54 15... 0:08:05 16. 0:08:42 16... 0:07:59 17. 0:08:38 17... 0:07:57 18. 0:08:33 18... 0:07:30 19. 0:08:15 19... 0:07:12 20. 0:08:12 20... 0:07:08 21. 0:08:10 21... 0:07:01 22. 0:08:08 22... 0:07:01 23. 0:08:04
Rated Rapid game,https://lichess.org/Brt0sbap,2024.08.01,-,Ron_KshtR,tommyhh,0-1,2024.08.01,21:18:12,1879,1843,,,C50,Italian Game: Anti-Fried Liver Defense,600+0,Normal,"1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... h6 4. Nc3 4... Nf6 5. d3 5... Bc5 6. Qe2 6...
a6 7. Be3 7... Ba7 8.
a3 8... d6 9. b4 9...
Bg4 10. h3 10... Bh5 11. Rd1 11... O-O 12. g4 12... Bg6 13. h4 13...
Nxg4 14. h5 14... Bh7 15. Rg1 15... Nxe3 16. Qxe3 16... Bxe3",1. 0:10:00 1... 0:10:00 2. 0:09:58 2... 0:09:58 3. 0:09:57 3... 0:09:56 4. 0:09:55 4... 0:09:54 5. 0:09:54 5... 0:09:52 6. 0:09:52 6... 0:09:50 7. 0:09:51 7... 0:09:47 8. 0:09:50 8... 0:09:46 9. 0:09:49 9... 0:09:43 10. 0:09:47 10... 0:09:41 11. 0:09:43 11... 0:08:59 12. 0:09:40 12... 0:08:57 13. 0:09:39 13... 0:08:53 14. 0:09:37 14... 0:08:46 15. 0:09:32 15... 0:08:38 16. 0:09:29 16... 0:08:36
Rated Rapid game,https://lichess.org/1DILs0Fs,2024.08.01,-,knights_are_horses,yarsov,0-1,2024.08.01,21:18:12,1795,1789,,,B21,Sicilian Defense: McDonnell Attack,600+0,Normal,"1. e4 1... c5 2. f4 2... d5 3. e5 3... Nc6 4. Bb5 4... e6 5. Bxc6 5... bxc6 6. Nf3 6...
Ne7 7. d3 7... Nf5 8.
Qe2 8... Nd4 9. Qf2 9... Nxf3 10. Qxf3 10... Be7 11. Be3 11... Ba6 12.
Nd2 12... Qa5 13. a3 13... Qb5 14. O-O-O 14... Rb8 15. b3 15... c4 16.
Kb2 16... cxb3 17. cxb3 17... c5 18. Rb1 18...
c4 19. dxc4 19... dxc4 20. b4 20... Rc8 21. Ne4 21... Bb7 22. Kc3 22... a5 23. Bc5 23... axb4 24. axb4 24... Bxc5 25. bxc5 25... Qa5 26. Kd4 26... Rd8 27. Ke3 27... Rd3 28. Kf2 28... Rxf3 29. Kxf3 29... Bxe4 30. Kxe4 30... O-O 31. Rhc1 31... Qxc5",1. 0:10:00 1... 0:10:00 2. 0:09:58 2... 0:09:53 3. 0:09:56 3... 0:09:49 4. 0:09:50 4... 0:09:46 5. 0:09:48 5... 0:09:44 6. 0:09:46 6... 0:09:35 7. 0:09:40 7... 0:09:32 8. 0:09:30 8... 0:09:20 9. 0:09:26 9... 0:09:11 10. 0:09:25 10... 0:09:08 11. 0:09:21 11... 0:09:03 12. 0:09:16 12... 0:08:41 13. 0:09:02 13... 0:08:24 14. 0:09:00 14... 0:08:17 15. 0:07:57 15... 0:07:49 16. 0:07:44 16... 0:07:37 17. 0:07:28 17... 0:07:10 18. 0:07:08 18... 0:06:58 19. 0:07:05 19... 0:06:55 20. 0:06:46 20... 0:06:40 21. 0:06:35 21... 0:06:10 22. 0:05:44 22... 0:05:55 23. 0:05:25 23... 0:05:33 24. 0:05:23 24... 0:05:22 25. 0:05:15 25... 0:05:12 26. 0:04:37 26... 0:04:42 27. 0:04:31 27... 0:04:10 28. 0:04:29 28... 0:04:07 29. 0:04:28 29... 0:04:03 30. 0:04:27 30... 0:04:00 31. 0:04:24 31... 0:03:56
Rated Rapid game,https://lichess.org/zAubrDUy,2024.08.01,-,arsen777777777,Saritavelez,1-0,2024.08.01,21:18:12,613,792,,,C00,French Defense: Two Knights Variation,600+0,Time forfeit,"1. e4 1... e6 2. Nf3 2... d5 3. Nc3 3... dxe4 4. Nxe4 4... Nf6 5. d3 5... Nc6 6. c4 6... b6 7. Be3 7... Bb7 8. Nd4 8... g6 9. Bg5 9...
Bg7 10. Nxc6 10... Bxc6 11. Be2 11... h6 12.
Be3 12... Nxe4 13. Bf3 13... Nc5 14. Bxc6 14... Ke7 15. Bxa8 15... Qxa8 16. O-O 16... b5 17. cxb5 17... Qb8 18. a4 18...
a6 19. bxa6 19... Nxa6 20. Rc1 20... Bxb2 21. Rb1 21... Bg7 22. Rxb8 22... Nxb8 23. Ba7 23... Na6 24. Qc2 24... Nb4 25.
Qxc7 25... Kf6 26. Bd4 26... Kf5 27. Qe5 27... Kg4 28. Qg3",1. 0:10:00 1... 0:10:00 2. 0:10:00 2... 0:09:57 3. 0:10:00 3... 0:09:55 4. 0:09:56 4... 0:09:51 5. 0:09:52 5... 0:09:45 6. 0:09:19 6... 0:09:41 7. 0:08:59 7... 0:09:38 8. 0:08:47 8... 0:09:32 9. 0:08:28 9... 0:09:24 10. 0:07:57 10... 0:09:20 11. 0:07:41 11... 0:09:17 12. 0:07:31 12... 0:09:02 13. 0:07:16 13... 0:08:53 14. 0:07:11 14... 0:08:46 15. 0:07:05 15... 0:08:43 16. 0:07:02 16... 0:08:39 17. 0:07:01 17... 0:08:34 18. 0:06:38 18... 0:08:30 19. 0:06:34 19... 0:08:22 20. 0:06:13 20... 0:08:09 21. 0:06:00 21... 0:08:04 22. 0:05:55 22... 0:08:02 23. 0:05:46 23... 0:07:59 24. 0:05:35 24... 0:07:55 25. 0:05:24 25... 0:07:50 26. 0:05:12 26... 0:00:03 27. 0:05:06 27... 0:00:00 28. 0:04:59
Rated Rapid game,https://lichess.org/Yb0k6z1O,2024.08.01,-,bilal4041,Lookatmebroski,1-0,2024.08.01,21:18:12,750,1325,,,A40,Englund Gambit,600+0,Normal,"1. d4 1... e5 2. dxe5 2...
Nc6 3. f4 3... f6 4. exf6 4... Nxf6 5. e3 5... d5 6. Bd3 6... Bg4 7.
Nf3 7... Bb4 8. c3 8... Bxf3 9. Qxf3 9...
Bc5 10. O-O 10... Qd6 11. Nd2 11... d4 12.
exd4 12... Bxd4 13. cxd4 13... Nxd4 14. Qe4 14... Nxe4 15. Nxe4 15... Ne2 16. Bxe2 16... O-O-O 17. Nxd6 17...
cxd6 18. Be3 18... d5 19. Bxa7 19... d4 20.
Bg4 20... Kc7 21. Rac1 21... Kd6 22. Rfd1 22...
Ke7 23. Bxd4 23... Rxd4 24.
Rxd4 24... Rd8 25. Rxd8 25... Kxd8 26. Rc8 26...
Ke7 27. Rc7 27... Kf6 28. Rxb7 28... g5 29. f5 29... h6 30.
h3 30... Ke5 31.
a4 31... Kf4 32. a5 32... Kg3 33. a6 33... h5 34.
Rb3 34... Kh4 35.
Bxh5 35... g4 36.
hxg4 36... Kg5 37.
a7 37... Kf4 38.
a8=Q 38... Kg5 39.
Qg8 39... Kh4 40.
Rh3",1. 0:10:00 0. 0:10:00 1... 0:09:58 0. 0:09:56 2. 0:09:56 1. 0:09:45 2... 0:09:54 1. 0:09:43 3. 0:09:53 0. 0:09:41 3... 0:09:51 0. 0:09:02 4. 0:09:47 0. 0:08:58 4... 0:09:43 0. 0:08:57 5. 0:09:40 0. 0:08:40 5... 0:09:36 0. 0:08:32 6. 0:09:32 0. 0:08:29 6... 0:09:29 0. 0:08:27 7. 0:09:27 0. 0:08:25 7... 0:09:24 0. 0:08:22 8. 0:09:21 0. 0:08:21 8... 0:09:19 1. 0:08:15 9. 0:09:17 1. 0:08:13 9... 0:09:14 1. 0:08:13 10. 0:09:11 0. 0:08:09 10... 0:09:09 1. 0:08:07 11. 0:09:07 1. 0:08:06 11... 0:09:06 4. 0:07:58 12. 0:09:03 4. 0:07:54 12... 0:09:01 4. 0:07:50 13. 0:08:59 3. 0:07:50 13... 0:08:56 5. 0:07:17 14. 0:08:54 3. 0:07:15 14... 0:08:52 3. 0:07:10 15. 0:08:49 3. 0:07:06 15... 0:08:47 0. 0:06:56 16. 0:08:44 1. 0:06:55 16... 0:08:43 6. 0:06:54 17. 0:08:41 6. 0:06:53 17... 0:08:35 6. 0:06:49 18. 0:08:32 6. 0:06:48 18... 0:08:30 6. 0:06:45 19. 0:08:25 6. 0:06:43 19... 0:08:23 7. 0:06:41 20. 0:08:16 7. 0:06:40 20... 0:08:12
