Player,Games,AvgElo,Wins,Losses,Draws
Karlov111,15,2152.3,9,5,1
inwarsaw,15,1240.5,6,9,0
A_great_leap_forward,15,2167.8,10,5,0
Vorobev_G_A_58,15,2146.7,7,8,0
Takiszo,15,1566.9,6,8,1
drkmr,15,1448.5,10,3,2
sashab1,15,2008.1,7,7,1
itakeapillinibiza,15,1639.4,7,4,4
Yak666,15,1819.2,7,8,0
mr_bh6,15,2577.1,12,3,0
fasterthananyone,15,2251.2,3,12,0
Gor-ARM,15,2112.2,9,4,2
Dark-Priest,15,2410.8,8,4,3
Alexander38Starikov,15,1934.5,7,7,1
plusherz,15,1141.3,8,7,0
CalRummens,15,1965.7,8,7,0
Dr4g0n4l3ixo,15,1288.2,6,9,0
ansman02,15,1896.9,4,7,4
gothamchessdesu,15,2002.6,8,5,2
bentohali,15,1773.9,8,7,0
A_Drop_Of_White,15,2028.2,7,8,0
Rhon_27,15,1724.8,10,5,0
Mostafa_abdelshafy,15,1442.5,13,2,0
RY_loser,15,2412.3,8,0,7
HemppaNyrhinen,15,1879.3,11,3,1
Rumpelteazer,15,2141.0,7,8,0
EdgardoChareun,15,1992.7,7,8,0
AmineBFS,15,1314.2,5,10,0
recatelo,15,1965.5,7,8,0
djh2075,15,2192.5,8,6,1
zonk123,15,2217.8,9,5,1
MisterllGreen,15,1450.9,8,6,1
cukonline,15,2038.1,9,3,3
celalyaliniz,15,1441.7,9,6,0
KrasimirKirchev1973,15,2241.3,6,4,5
Gribasik667,15,1508.6,7,8,0
Akira54,15,2237.9,11,3,1
armentini,15,1208.6,6,9,0
lama17,15,2411.9,8,5,2
ramarulan72,15,1839.2,4,11,0
LeChamois,15,1647.3,5,9,1
ZTP_8,15,1574.5,7,8,0
Mahmoudmahany1969a,15,2166.6,8,6,1
darwinaj,15,1429.9,11,4,0
Arinsenn,15,2205.4,7,6,2
ramlisihombing27,15,1819.0,8,6,1
EynerPerez,15,1202.9,12,3,0
moriantess,15,2008.2,7,7,1
Jo-6,15,1362.5,8,7,0
FLYerHUNTer7,15,1798.2,6,9,0
junor001,15,892.8,9,6,0
zozz_2022,15,1826.5,9,5,1
ayushagarwal_321,15,1505.9,9,6,0
abrahambargad,15,2274.4,7,6,2
Dolphin_2017,15,2121.2,7,8,0
xsisyphusx,15,1606.3,5,10,0
RoNaLd0001,15,1274.9,9,6,0
ninjago_chess,15,2158.6,6,7,2
Hossam_Mohamed,15,1666.5,9,6,0
Bufan,15,2236.3,11,2,2
richl,15,1382.9,6,9,0
nose78,15,1674.6,4,10,1
Nanavai,15,1684.1,8,7,0
Bruce_Sun_Aslund,15,1737.2,3,12,0
fr00dl,15,1278.1,8,7,0
skulivert,15,1745.2,12,3,0
Happyfeet12345,15,838.3,3,11,1
Magmaplay,15,2300.7,7,7,1
My_Road_to_GM,15,1779.0,5,8,2
suliev,15,1897.1,7,8,0
herrahui,15,1575.3,4,9,2
Smoothedan,15,1657.6,9,5,1
deanhall1978,15,2003.2,10,4,1
allegreison,15,2246.0,5,8,2
Happybarra,15,854.0,8,6,1
yaybjorn,15,1915.3,6,6,3
Christiangm83,15,1814.3,6,6,3
Israelor79,15,1832.3,3,11,1
lejemnien,15,2094.4,5,10,0
bergo321,15,1470.6,6,8,1
Ryskal,15,2333.8,7,5,3
Jigglypuufff,15,2288.1,8,5,2
NimaMacheavelli,15,1751.1,11,3,1
Laliluli,15,1581.4,6,8,1
KapteinMio,15,1681.2,6,9,0
bazar-sada,15,1996.7,8,6,1
mannddy,15,1628.1,8,7,0
Hootanoov,15,1828.5,5,9,1
drdh3291,15,1870.1,7,8,0
Yarik_monster007,15,1955.1,10,5,0
Trumpeltier,15,2169.0,4,10,1
Heshamsaee,15,1689.1,4,9,2
mansions_and_benzs,15,2177.4,10,5,0
Ahmad_Dabbour,15,1684.0,10,4,1
SaganaRodrigo,15,2144.0,8,5,2
spandya_ad1,15,1144.3,6,8,1
kidcuurry,15,1894.2,6,6,3
Mo_We_Fr,15,2226.2,9,3,3
booktrunk,15,1839.4,5,7,3
basheer2020,15,2029.7,10,4,1
grantralston,15,1538.7,5,10,0
mohamedhamdy766,15,1515.6,8,6,1
Nqum_And_lootRating,15,1906.7,9,6,0
dawar72,15,1943.1,7,7,1
del3chess,15,720.7,5,9,1
fpking,15,1818.7,8,6,1
dsrmd,15,1308.5,9,6,0
ioannies,15,1138.1,3,10,2
fretnot64,15,1934.1,8,7,0
dmitrijs90,15,1795.7,7,7,1
jorgeabel123,15,1829.5,5,9,1
sherlock-ua,15,1194.3,10,5,0
Asmit2022,15,1610.7,4,9,2
justintimehaha1,15,1483.5,9,5,1
warhero1,15,1112.3,7,7,1
lucasrsm,15,1751.9,5,8,2
Mennertz,15,1834.2,8,7,0
giboooo,15,1853.6,5,10,0
Klochkov_Alexander,15,1278.1,5,10,0
harrycuttle,15,1424.1,3,11,1
Ruslan_MoscowCity,15,1629.4,3,11,1
PaulMoss1983,15,1557.8,7,8,0
Dabur,15,1987.7,8,7,0
matechees15,15,1475.8,7,8,0
siauman,15,1859.5,9,6,0
aytshman,15,2016.1,6,8,1
evolution2024,15,2278.2,7,7,1
Ruebe_Zahl,15,2214.4,9,5,1
sussybakachess3,15,1152.3,8,7,0
A_Stelmashuk_Daniil,15,2013.9,10,5,0
Petr_egorov1959,15,1777.3,8,5,2
georgelis0delis,15,1409.9,7,8,0
panpeter365,15,2099.1,6,9,0
Ekoy,15,1920.8,8,7,0
c2-c2,15,2395.0,7,8,0
madsaintist,15,1907.1,5,9,1
Julisv,15,1261.6,7,7,1
baha26,15,1799.9,8,6,1
diklee,15,2016.1,9,6,0
psumari,15,1440.5,7,7,1
Keremm2010,15,1554.1,10,5,0
ahmed8186saad,15,1798.3,8,7,0
Baslanov2,15,2021.3,7,7,1
olegoethe,15,1788.1,5,8,2
BigBaum,15,1961.5,7,8,0
boola,15,2110.7,9,6,0
max_bindira,15,1002.7,6,8,1
Benedikt_Niedermayer,15,1456.5,5,9,1
ahmed380,15,1430.6,9,6,0
amenjivar,15,1846.3,7,8,0
MahmoudHossam4,15,1746.2,7,8,0
antgu059,15,1660.2,7,8,0
GoValya,15,2230.9,8,7,0
fouad134,15,1589.8,10,5,0
Albi2802,15,1850.1,6,9,0
Chessmoneyadvisor,15,1715.3,11,4,0
erdalm,15,2283.0,9,5,1
gaborszogi,15,2132.3,6,9,0
DrArsenstien,15,1956.6,7,8,0
eissag,15,1565.6,8,7,0
wyldelarue,15,1683.1,9,5,1
Alfi2023,15,1951.7,6,9,0
koresh33333,15,2246.1,10,3,2
Betli,15,2129.7,8,6,1
Njivahasiniaina,15,1756.7,8,5,2
Peschkoed,15,2022.1,9,5,1
ng99,15,2264.5,10,4,1
Emhade1961,15,1816.2,5,9,1
reenen1,15,1963.2,5,10,0
m13b,15,1413.6,5,10,0
ElisabethSchni,15,2260.7,9,4,2
aeldeyr,15,1772.3,7,8,0
hsnali10,15,1572.4,9,6,0
robertocavalieri,15,1728.9,7,7,1
qman24,15,1098.0,8,5,2
Klasi,15,1745.9,8,7,0
fengzao,15,1469.5,9,6,0
hosseinpleyer,15,1618.2,5,8,2
ahmedsaadxx,15,1549.7,9,5,1
mellowmusic_2019,15,1756.2,5,10,0
Nyb1k_2022,15,2099.6,10,4,1
tasodio,15,1881.5,9,5,1
msed84,15,1923.1,7,8,0
zezo_777,15,1571.2,3,12,0
Gote0509,15,1132.1,8,7,0
slowzenplayer,15,1238.0,4,11,0
ImKuzya,15,1674.5,8,6,1
ahmedhd151,15,1496.7,7,7,1
Goksen_TCN,15,2056.9,8,7,0
MagicChess777,15,2150.9,8,6,1
IngFokex,15,2348.7,6,7,2
TANABS,15,1567.3,5,9,1
saoud86,15,1712.1,3,10,2
Alij_77,15,2137.8,10,4,1
dimm555,15,1947.5,6,6,3
LucOrient,15,2165.9,6,7,2
Allure123,15,1997.3,6,7,2
Schmidi49,15,1815.4,3,12,0
neelairzrjmhn99,15,1451.4,9,6,0
dantes2008,15,1829.3,7,6,2
hadi348,15,1731.9,7,5,3
Hervagner,15,864.1,4,11,0
AlibabaJoJo,15,1393.5,8,7,0
marcinp_pol,15,1522.5,6,9,0
JesseVT1,15,1853.5,7,7,1
skrambler,15,1927.7,4,10,1
myboggy,15,1400.9,7,8,0
zimuchen,15,2556.1,10,2,3
Gambito_Loco,15,1388.9,8,7,0
Jachtwurst,15,1945.3,5,7,3
Gpuigros,15,1814.9,5,10,0
SamsonovUV,15,1761.1,5,9,1
niquola,15,1754.7,7,7,1
AtaJuma,15,2189.9,8,7,0
Artik00,15,1647.5,6,9,0
CapivaraPora,15,1822.5,5,8,2
lp123poha,15,1927.9,8,6,1
BalticPirate,15,2066.1,6,8,1
Kapfle,15,1854.2,6,7,2
kiop2,15,1286.1,7,8,0
phil1995,15,2177.2,9,6,0
Krausiold,15,1658.7,7,8,0
WI_ST,15,2094.3,6,6,3
mesudb10,15,1652.3,7,8,0
Cartargous_dih,15,995.2,4,10,1
thnxforchess,15,1969.4,5,8,2
teonyles,15,1536.2,11,4,0
Ralph-MSHS,15,2153.6,6,6,3
omarquraishi,15,1198.9,10,5,0
AntiFari,15,1514.1,6,9,0
MahmodAbdElZaher,15,1861.7,7,6,2
stuvix,15,1664.3,2,13,0
Klimenko_Sergey_IM,15,2428.3,9,2,4
Gannoski,15,2125.1,6,9,0
Rxndg,15,1667.7,5,10,0
ahavasi1,15,2012.8,5,9,1
Mausipausi,15,1717.7,6,8,1
Elo-Killer,15,2219.1,7,5,3
ANUHAS_DHARANA_2010,15,1966.8,7,7,1
ddibula,15,1070.5,6,8,1
ibokop,15,1558.1,6,9,0
UltraInstinctSid,15,1537.0,7,7,1
jjpineda,15,2127.2,7,5,3
sebbsill,15,1890.2,5,10,0
mort013,15,1447.0,8,7,0
bilyyoe373,15,2043.2,8,5,2
Nezmethdinov,15,1043.7,1,14,0
simple1990,15,1717.9,10,4,1
ewb123,15,1334.0,6,7,2
iroger00,15,756.6,9,6,0
mossa_alshareef,15,1848.5,8,7,0
gAAAmbit,15,2468.9,8,6,1
maximust2002,15,2159.3,9,2,4
Posichef,15,2146.7,6,7,2
rabathayelfath,15,2324.8,8,6,1
unica_umiyuri,15,1216.4,8,7,0
Netkachev-1969,15,2202.4,8,5,2
gabry2011,15,2211.7,12,2,1
holodovd,15,927.9,8,6,1
AlexVasev71,15,1874.7,6,7,2
TikitY,15,1839.1,6,9,0
Amoo_Behi,15,1843.5,5,10,0
osama2001zen,15,2192.9,12,2,1
MiracleKing1,15,1512.1,6,8,1
aspi1051,15,2070.1,6,7,2
shinuthomas,15,1608.4,8,7,0
kapatonau64,15,2212.3,7,8,0
Lone_Wolf85,15,2068.9,9,4,2
Karpenter34,15,1323.9,6,9,0
hmdba,15,1992.5,8,7,0
DrMijail,15,1864.2,10,5,0
kramsul,15,1527.3,7,7,1
nicolassalazarr2024,15,1332.3,9,5,1
cheliv,15,2058.9,5,6,4
Alex_Muezersky,15,2656.5,12,0,3
Pepau,15,1792.1,7,7,1
osamamahmoud_khaled,15,2110.7,6,9,0
KendarStrop_COBAEV08,15,1474.1,6,8,1
GF-BAKR,15,1518.9,9,6,0
MASTERGAELU,15,1052.0,5,9,1
Gennadiy1958,15,1947.5,6,8,1
khleeeel,15,1711.5,3,11,1
ALEANAGER,15,2004.8,9,6,0
Aduuu,15,1714.0,6,9,0
Gurhanovic,15,889.3,9,6,0
spacecityfinest,15,1129.3,9,6,0
piko777,15,1424.7,6,8,1
tgnth23,15,1536.0,10,4,1
RW_05,15,1904.5,8,6,1
Dr_6a6eKoB,15,2034.9,7,7,1
Aharon_Muzychanka,15,1627.1,1,12,2
c102m,15,1578.1,10,5,0
Somjaleed,15,2044.1,7,7,1
yuriyxarovsk35,15,1807.1,8,6,1
nazarenobeatle,15,1604.2,8,6,1
Farhad_S_44,15,2240.1,9,6,0
Genericho,15,1577.3,11,4,0
MasterAlan10,15,1304.0,9,6,0
MSN1011,15,1840.8,10,5,0
Kolomytsev,15,1742.1,5,10,0
saeedsohbati,15,1848.6,5,9,1
shenondemarco,15,1470.9,8,7,0
Despieg,15,2098.2,6,7,2
calister13,15,1324.6,9,6,0
norWaay,15,1509.8,9,6,0
DCDasanayake,15,1865.5,7,8,0
berlin22bcn,15,1820.4,7,8,0
chtozkn,15,1584.7,7,8,0
KingRobRoy,15,1782.0,5,9,1
buckchess,15,1249.4,11,4,0
AFAking_09,15,1825.0,3,10,2
Otrovnipacov2405,15,2286.3,10,4,1
Malaga67,15,2068.1,8,6,1
Amarkin,15,1555.3,4,10,1
VaterTSM,15,2163.9,6,9,0
BobbySer,15,2100.5,6,7,2
sergei_oreshuk,15,1573.7,6,9,0
Aflatir,15,1431.3,9,6,0
Alireza02120101390,15,1781.7,4,10,1
railuco98,15,1320.1,10,5,0
aryanraikar22,15,2234.5,9,6,0
casteking,15,1496.6,7,8,0
CCHIGHNOON,15,2180.3,9,3,3
ural-43,15,1868.3,7,7,1
wildknight77,15,1718.0,8,7,0
RolandABC,15,1899.8,9,6,0
ercanizmir,15,1599.1,10,5,0
Medgar1,15,1364.8,5,10,0
IsMaOrTiZ2011,15,1104.2,3,12,0
alexdem,15,1783.6,6,7,2
Alexander_best,15,1286.7,6,8,1
Ebikehunter,15,1981.2,7,7,1
silalahifranciscus,15,1966.2,3,11,1
wittgensein,15,2146.7,9,6,0
summumbonum,15,1845.1,8,6,1
ServantBerserker,15,1520.9,7,8,0
Ishaan-Fire,15,1122.7,8,5,2
mahai1991,15,2209.1,8,6,1
Dr_Zeki_21,15,1547.3,3,12,0
Caballozaino2000,15,1901.6,6,8,1
CaptainJeckSparrow7,15,2228.1,7,5,3
Rusli26,15,1696.9,9,4,2
Ujjk2910,15,1354.5,6,9,0
sidchadmii,15,1884.9,5,10,0
gmisagm,15,2334.5,8,5,2
kirivobaro,15,2056.3,8,6,1
emdee4sure,15,2298.7,3,11,1
lesha_86,15,2371.5,6,7,2
jk1791,15,2309.7,4,11,0
Stoindlscheyba,15,1906.1,6,9,0
SaulGoodMan2003,15,1239.7,11,4,0
vetfouda,15,1435.7,5,9,1
roddinator888,15,2051.2,7,6,2
cvche,15,2256.7,8,6,1
jaybradley60,15,1567.4,10,5,0
samuelbeck,15,1572.5,11,3,1
RocK_iT,15,2124.1,8,6,1
pozillia,15,1770.9,6,9,0
laplagam,15,1779.5,4,10,1
LORENN,15,1780.3,6,7,2
jasb5708,15,1836.7,11,4,0
madzand3r,15,1510.4,9,6,0
shahram_ab,15,2159.5,8,7,0
teodm,15,1391.1,8,7,0
shorty891,15,1817.9,9,6,0
lalkarus,15,1358.5,4,11,0
Amr_08x,15,1177.3,5,10,0
Dieter-Seidler,15,2014.5,5,10,0
atakorkut,15,1591.8,4,10,1
mcalderon,15,1908.5,12,3,0
Gbburatti,15,1359.3,7,7,1
calojemuel45,15,2091.9,6,8,1
chuboy,15,1225.6,6,9,0
Alixman-47,15,1360.5,7,8,0
F3001,15,2091.0,9,6,0
candidojunior,15,1516.4,6,9,0
lupintheIII,15,1570.9,6,9,0
ChessClassic_555,15,1963.9,10,4,1
alis4681,15,1779.1,4,10,1
JohnyzArizony,15,1215.7,7,8,0
tanvir06,15,2058.5,9,6,0
Stockfish_level_6,15,2173.5,4,11,0
m3m0r1w1s,15,1882.1,7,6,2
brunoRomero123,15,885.8,5,9,1
meatwall,15,2104.1,7,5,3
BIZON1,15,2076.1,7,6,2
Patataofono12,15,2001.5,8,7,0
Jhonsmit,15,2283.3,10,3,2
kostyukoff,15,2271.8,10,5,0
salsa-turista,15,2182.0,7,7,1
tomas217,15,2029.5,6,8,1
AxelM27,15,1726.5,9,6,0
BeastFromBulacan,15,1993.7,6,9,0
okumarian,15,1001.9,7,8,0
VkiseleV,15,1837.1,10,4,1
Cch28,15,1359.3,7,7,1
room100,15,2093.0,6,9,0
Bugaych_Dan,15,1557.7,2,13,0
Bega2024,15,2205.3,8,7,0
osgchef,15,1272.0,6,8,1
Rectify,15,2319.7,10,4,1
mansor0202,15,1908.0,5,9,1
reaganabano,15,1839.5,7,8,0
nazar1306,15,1221.7,5,9,1
john72,15,1813.3,8,7,0
Enyalius,15,1791.5,7,7,1
mammadzada,15,1160.6,7,6,2
satranc_delisi_07,15,1891.5,8,5,2
Aryan998,15,1507.0,2,13,0
zestep2,15,1464.7,8,7,0
Sergey1968,15,1957.9,3,11,1
WompRatOfUnusualSize,15,1430.9,5,9,1
Asdfg1230,15,1974.8,10,4,1
carbon64,15,2198.5,6,7,2
rasnov,15,2067.5,5,9,1
schachas,15,2011.3,6,9,0
sahinbayar,15,1814.7,5,10,0
Santhoshpunnassery,15,1809.5,6,8,1
mzchess01,15,1636.6,6,9,0
Sale70,15,2233.5,7,8,0
Scotty77,15,1999.5,6,9,0
senkin,15,2069.6,11,4,0
NFJJunior,15,1755.3,5,9,1
stuff4me2teach,15,2182.1,7,7,1
ahmed-298,15,1672.7,9,5,1
ramil869,15,1850.2,9,5,1
cottosalami,15,1621.0,8,6,1
RodF5,15,1464.2,8,7,0
fadel2000,15,1524.9,8,6,1
zrebiec,15,2483.3,10,3,2
dinodavris,15,1868.6,8,7,0
jpdartagnan,15,1588.2,7,8,0
nemer197314,15,2110.4,7,7,1
NeedAssasiN,15,1419.8,6,9,0
chesterstone125,15,1952.8,6,9,0
Akim2014,15,1939.8,5,8,2
MrPaze,15,1392.2,9,6,0
voronov-valeriy,15,1744.2,11,4,0
Checkmatefre,15,1924.6,7,8,0
superloop,15,2290.7,6,8,1
FaizFarisman,15,1508.8,8,7,0
Casibersi,15,2093.9,8,7,0
garribas,15,1578.3,12,3,0
Javier60280302,15,1705.4,11,4,0
DvkDvkDvk,15,1241.2,7,7,1
Anatolij72,15,1960.4,8,4,3
nasseralazi56,15,2022.2,13,1,1
pastsia,15,2047.4,10,5,0
ecl1pseee,15,1228.5,6,9,0
LittleGavroche,15,2068.1,7,4,4
Dr_Lenk,15,2056.5,7,7,1
Feldmaus64,15,2022.4,8,4,3
DirkKurzawa,15,2052.4,7,5,3
FrankSteiner,15,1285.9,9,6,0
charliemidt,15,1331.9,8,6,1
lubomirmyatov,15,1237.0,8,6,1
Ilnur1481,15,1535.3,5,8,2
Pieter76,15,1543.1,4,11,0
NK_SINGH,15,1733.7,7,8,0
Davies24CaratsOfGold,15,2301.5,9,4,2
GARIDIOMAR,15,2024.1,3,11,1
Mounirmop,15,1434.5,9,6,0
Luciano27,15,2482.7,10,2,3
Skola74,15,1970.1,9,4,2
Robin_Good_chess,15,2249.9,12,2,1
KZHHDPP,15,1642.9,6,8,1
wolney,15,1692.2,7,8,0
G3rmansl1me,15,1443.7,7,8,0
FelipeLumo,15,1317.9,5,9,1
chestertoni,15,1406.5,9,6,0
GnevChess29,15,2005.1,7,7,1
Niranjan_More,15,1657.9,6,9,0
tubulartull,15,2104.5,6,8,1
Learn_2_Play,15,1901.4,8,7,0
STEER23,15,1798.7,8,6,1
bishboshpishposh,15,1654.6,4,11,0
ehsanm9473,15,1619.3,8,7,0
hezerford,15,1968.0,8,7,0
BV73,15,1252.9,4,10,1
Bumi_Baby,15,1499.3,3,12,0
MasterArtem1y,15,1051.4,7,7,1
Cordoba15,15,2180.6,6,7,2
HusseinYassin964,15,1890.9,8,7,0
MasterClaws,15,1919.7,5,10,0
kelk1,15,1156.7,4,11,0
alebetto,15,1893.4,5,8,2
ARB_TWD,15,1900.5,7,8,0
cesys,15,1103.7,7,8,0
XaviChess90,15,1862.0,8,5,2
Leo161216,15,1620.8,9,6,0
mic64,15,2350.1,12,2,1
Ayanat21,15,2289.5,9,5,1
norb3rgh,15,2103.5,7,6,2
Froschen,15,2211.4,9,3,3
Peerless04,15,1448.4,7,8,0
Alhexie,15,1982.0,12,2,1
Angel-Vardan,15,2023.9,9,5,1
mosabahmed,15,1487.5,7,8,0
Novatron,15,2228.7,9,4,2
KyleKubi,15,1237.9,10,4,1
Aleks-55,15,1817.3,11,4,0
Silvio-pereira,15,1424.7,7,8,0
Peon-Rojo,15,1577.5,2,13,0
ranchfrog,15,2418.0,9,5,1
NDM2719,15,1701.0,6,8,1
Bobr111,15,1634.2,7,8,0
atanako,15,1877.8,6,8,1
dubic,15,2299.7,5,8,2
Viscaccia93,15,1616.3,5,8,2
Andreudougas,15,2010.7,9,6,0
LOVE_69,15,1076.7,5,8,2
bog4567,15,1438.7,8,7,0
dt2276,15,1693.5,5,9,1
milepetrovic,15,2058.1,4,7,4
ch-4000,14,1899.9,8,6,0
sIr_zAc_tapLc,14,1565.8,5,8,1
Akhatov_Artem_Irk,14,1139.2,10,4,0
Bo_33,14,1658.6,5,8,1
xxgauss360xx,14,1780.9,7,7,0
RytterAger,14,1331.0,4,9,1
signet94,14,2093.0,10,3,1
Dr-Bishop,14,1590.5,6,7,1
Hector1982,14,1266.1,5,8,1
Aliiwa,14,1151.1,7,7,0
Lupulescu,14,2092.7,5,8,1
Leeeenich,14,811.4,6,8,0
sholanda3,14,1415.6,8,6,0
The_J0K3R_X,14,1610.7,6,8,0
mjuanchini,14,2199.1,5,9,0
Kaakki,14,1661.4,10,4,0
ChessDonkey,14,2383.8,12,2,0
Horoma81,14,1713.7,7,7,0
shta21,14,1224.2,6,8,0
Max6367,14,1782.8,6,8,0
BatuBey_22,14,1608.5,9,4,1
Mammut89,14,1563.6,8,6,0
Mollyhund,14,1896.4,4,8,2
fischersicilian,14,2112.3,6,8,0
Akomaka,14,2127.7,4,8,2
Axelpugman,14,2166.7,6,7,1
Merzo19,14,1930.4,7,6,1
Kar_116,14,1987.7,8,6,0
tk_chess,14,1227.2,7,7,0
gguitou,14,2147.5,5,8,1
weibs,14,1498.9,4,10,0
Rbracht,14,2049.7,6,6,2
MansAhmed_Gc,14,1939.5,9,5,0
tihontomsk,14,2070.8,4,9,1
bergwizard,14,1597.1,11,3,0
Jollybolly,14,1580.2,8,5,1
BLACK_TACTICAL,14,1470.8,8,6,0
Mr_Kampung,14,1728.8,6,7,1
Neal_Caffrey7,14,1345.6,9,5,0
uranhay,14,1333.3,8,6,0
mago_pol,14,2228.2,7,7,0
Peter383,14,1582.8,6,7,1
HUhel,14,2040.9,4,9,1
javipollard123,14,1992.7,7,6,1
PijusMeska,14,1775.1,12,1,1
voganesyan,14,812.1,5,7,2
thrana,14,1548.4,10,4,0
tsumvalley,14,2437.2,4,6,4
ppetr64,14,2007.6,7,6,1
dincersaygili,14,1327.1,9,5,0
solorun,14,1497.4,8,6,0
zeljkom,14,1950.1,5,7,2
ahmedelnasharty1,14,1997.4,11,3,0
pawnpush69,14,1629.9,7,7,0
shindant,14,1722.9,7,7,0
donpot,14,1247.1,6,8,0
Abisoye14,14,1969.8,6,7,1
CattoMuffin,14,1573.9,11,3,0
hosein1346,14,1437.7,9,5,0
BoredFromApex,14,1381.0,10,4,0
Msaberi,14,2104.5,6,8,0
leoelduro111,14,1878.4,10,3,1
MidnightFox,14,2418.9,9,4,1
BoleslawG,14,1369.1,8,5,1
kichot78,14,2537.0,8,4,2
mohsen4089,14,1576.6,9,4,1
Alexr58,14,2430.6,8,5,1
NPCMR,14,2318.5,7,7,0
ghoshbabu,14,1461.8,5,9,0
magsudrezvan,14,2190.6,11,3,0
lsl1953cl,14,1727.6,9,5,0
master_umat_001,14,2163.7,8,6,0
Konstantin_Goncharov,14,1848.3,4,10,0
DIFESASAC,14,1522.1,6,8,0
jks06,14,1903.0,8,5,1
boyking,14,1985.5,6,8,0
assassin2018,14,2078.4,9,5,0
Number_One_World,14,1478.1,7,7,0
matejic_vica,14,1917.2,5,8,1
Curt60,14,2037.6,7,6,1
sempackkk,14,1755.6,6,7,1
AnkitChattha,14,1453.9,9,5,0
Chameleobra,14,2105.4,9,5,0
Minartop1gg,14,1944.2,7,7,0
JMateus,14,2223.1,3,9,2
pitiyknikita1203,14,1189.1,8,6,0
furkanbalun,14,1891.0,8,5,1
Tech143,14,1604.2,6,8,0
g_net,14,1385.6,7,7,0
chenchov,14,2184.7,6,7,1
RafB,14,2148.7,9,5,0
CTaRec_GoRbl,14,1096.3,10,4,0
Clint64,14,2152.6,6,6,2
tomekzkielc,14,2012.4,8,4,2
Penne_Napoletana,14,2047.1,5,7,2
Lassesonne,14,2044.9,9,5,0
Aleksey4720,14,1453.0,7,6,1
ABR27,14,1508.1,7,7,0
sdr84,14,2342.6,4,9,1
Mimmo1961,14,1458.5,5,9,0
kaliopi,14,2312.4,8,4,2
storvy,14,1986.4,3,9,2
L_28,14,2038.6,8,4,2
AlexCorso,14,1279.8,8,6,0
plyrnn77v,14,2020.4,6,8,0
valazio195,14,1599.8,8,6,0
Igotproblem,14,2005.1,6,8,0
MaKSAT2222,14,2334.2,5,8,1
michaljastrzab,14,1403.4,6,7,1
HaveFunFriends,14,1340.6,7,6,1
LsVncnt,14,1344.1,6,7,1
angrygopher,14,1651.7,6,8,0
garciarosabal,14,2117.7,6,7,1
voronov_aleksandr,14,2279.9,6,7,1
edoigm2023,14,2066.9,6,6,2
dan449,14,1781.1,4,10,0
DishonoredSpy,14,1832.1,2,11,1
SergioDGomez,14,1212.7,10,3,1
yadern,14,1865.6,9,4,1
Rabbit23,14,1435.6,8,6,0
zgp1955,14,1867.3,9,5,0
Fabinouz,14,1562.7,4,10,0
Semi8512,14,1530.5,7,6,1
Reave_rs,14,1477.6,9,4,1
ravjanisz,14,1308.8,5,9,0
uladzislav,14,1815.4,8,6,0
moonnaqvii,14,1624.1,5,9,0
Pcd_123,14,2279.6,8,6,0
stamp61,14,1610.3,12,2,0
hungryghosty,14,1684.6,5,8,1
Hizni,14,1735.0,5,8,1
Nazeredv,14,1612.3,6,7,1
KoSmoSStaS,14,1716.3,7,7,0
irina319,14,1992.0,5,9,0
Konstantin_Son,14,1403.9,5,8,1
Ksa1992,14,2282.5,10,4,0
EvasDad,14,1643.2,8,6,0
BahaaAldin793,14,871.6,3,10,1
aslck,14,1008.8,6,8,0
rahimmirzaian,14,1195.1,7,7,0
archimag,14,2186.1,11,3,0
NickyBu,14,989.6,7,6,1
amort23,14,1464.7,7,7,0
fatihakyoll,14,1532.7,9,5,0
lhutchison94,14,1364.1,12,2,0
SAGIR-KENAN,14,2105.1,10,3,1
shabgard70,14,1807.1,4,8,2
Beckhambauer,14,1756.8,7,7,0
Mountonion,14,1510.0,8,6,0
Nurjan1984,14,1487.6,6,8,0
murkeza,14,2224.8,7,4,3
RajaSakti,14,1696.7,5,9,0
earlmint,14,1785.7,9,5,0
ditruk,14,1718.1,6,7,1
stefos,14,1512.5,8,6,0
O_M_A_R_910,14,1527.0,8,6,0
nikolaevsasha,14,1759.8,4,10,0
Nimzo79,14,2090.8,6,6,2
Poseidon2516,14,1360.4,8,6,0
GetDethroned,14,1690.7,9,5,0
kingtom66,14,2115.2,10,4,0
Nickborg,14,1947.5,11,3,0
Hammurapi65,14,2509.4,7,6,1
hope5432,14,1884.9,6,6,2
viscous_attack,14,1668.4,8,6,0
yasonka,14,1306.1,7,7,0
shiraoriateu,14,1442.3,4,10,0
Kalle1994,14,1549.0,8,6,0
Futbolist789,14,2128.7,9,4,1
Daniel_P,14,1936.9,5,8,1
Gemy9898,14,1641.6,10,4,0
Jnfrdrck,14,1909.5,6,8,0
Capa1968,14,1964.4,6,8,0
lucas052152,14,1725.7,5,9,0
GuruDomino,14,2134.4,6,6,2
Jekson23rus,14,1581.9,5,9,0
Harsarov,14,1434.3,11,3,0
smaron_dey,14,1288.6,7,7,0
Joseph-1947,14,2111.3,4,9,1
FlorianKuhlewind,14,1332.5,4,10,0
facubaldini,14,1497.1,4,9,1
fireporcupine,14,2273.7,7,6,1
WestfeldSchach,14,1333.1,10,4,0
ulrichwerner,14,2163.1,6,2,6
iturralde,14,1751.2,5,9,0
Asier72,14,1602.4,3,11,0
